id	en	sv		
28379	Einherjar	Einhärjar		
28380	Egyptian pound	Egyptiskt_pund		
28381	EBM	EBM		
28382	Dumle	Dumle		
28383	Diva	Diva		
28384	The Democratic Terrorist	Den_demokratiske_terroristen		
28385	Defibrillation	Defibrillering		
28386	David Byron	David_Byron		
28387	Dan Quayle	Dan_Quayle		
28388	Connie Francis	Connie_Francis		
28389	Columbus	Columbus		
28390	Christian Kjellvander	Christian_Kjellvander		
28391	Chicago Bulls	Chicago_Bulls		
28392	Calista Flockhart	Calista_Flockhart		
28393	CHF (disambiguation)	CHF		
28394	C-4 (explosive)	C-4		
28395	Brody Dalle	Brody_Dalle		
28396	Briard	Briard		
28397	Shotgun slug	Brenneke		
28398	Bot	Bot		
28399	Bob Hoskins	Bob_Hoskins		
28400	Blackwater	Blackwater		
28401	Blå himlen blues	Blå_himlen_blues		
28402	Biker Mice from Mars	Biker_Mice_from_Mars		
28403	BAE Systems	BAE_Systems		
28404	Båven	Båven		
28405	Axel Wallengren	Axel_Wallengren		
28406	Autolysis (biology)	Autolys		
28407	Attundaland	Attundaland		
28408	Ashley Judd	Ashley_Judd		
28409	Arminius	Arminius		
28410	Argos (disambiguation)	Argos		
28411	Anna Bergman	Anna_Bergman		
28412	Ann Dunham	Ann_Dunham		
28413	Anita Björk	Anita_Björk		
28414	Anglicism	Anglicism		
28415	Andy Bell	Andy_Bell		
28416	Comforter	Amish_quilts		
28417	Amaranth (disambiguation)	Amarant		
28418	Alva	Alva		
28419	Alice in Videoland	Alice_in_Videoland		
28420	Alghero	Alghero		
28421	Ala	Ala		
28422	Al-Fatiha	Al-Fatiha		
28423	AgustaWestland AW109	Agusta_A109		
28424	Afroasiatic languages	Afroasiatiska_språk		
28425	Abu Bakr	Abu_Bakr		
28426	Abidjan	Abidjan		
28427	07/01/07	7_juli		
28428	Aspect ratio (image)#4:3 standard	04:03:00		
28429	06/01/28	28_juni		
28430	08/01/24	24_augusti		
28431	05/01/21	21_maj		
28432	1984 (disambiguation)	1984_(olika_betydelser)		
28433	1886	1886		
28434	1870s	1870-talet		
28435	1863	1863		
28436	1849	1849		
28437	12/01/17	17_december		
28438	1709	1709		
28439	05/01/16	16_maj		
28440	1520	1520		
28441	02/01/10	10_februari		
28442	(What's the Story) Morning Glory?	(What's_the_Story)_Morning_Glory?		
28443	Årjäng	Årjäng		
28444	Parkour#Free running	Free_running		
28445	Fiskebäckskil	Fiskebäckskil		
28446	Engine-generator	Aggregat		
28447	Connecting rod	Vevstake		
28448	The Watchtower	Vakttornet		
28449	Västmanlands-Dala Nation	Västmanlands-Dala_nation		
28450	Ultimatum	Ultimatum		
28451	Tylösand	Tylösand		
28452	Thule	Thule_(mytologi)		
28453	The Perishers (band)	The_Perishers		
28454	Taumatawhakatangihangakoauauotamateapokaiwhenuakitanatahu	Taumatawhakatangihangakoauauotamateaturipukakapikimaungahoronukupokaiwhenuakitanatahu		
28455	TIR Treaty	TIR		
28456	Snoring	Snarkning		
28457	Skoghall	Skoghall		
28458	Robert Ritter von Greim	Robert_Ritter_von_Greim		
28459	RMS Queen Mary	RMS_Queen_Mary		
28460	Pick's disease	Picks_sjukdom		
28461	Peter Kürten	Peter_Kürten		
28462	Peter Hüttner	Peter_Hüttner		
28463	Milko (Swedish cooperative)	Milko		
28464	Michaelmas	Mickelsmäss		
28465	Mercury	Mercury		
28466	Love Hurts	Love_Hurts		
28467	Lessebo Municipality	Lessebo_kommun		
28468	Femur neck	Lårbenshals		
28469	Kristofer Åström	Kristofer_Åström		
28470	Kolbäck	Kolbäck		
28471	Telescopic sight	Kikarsikte		
28472	Chemist	Kemist		
28473	Cabinet	Kabinett		
28474	Judy Greer	Judy_Greer		
28475	Johnny Bravo	Johnny_Bravo		
28476	John Tyler	John_Tyler		
28477	Jeep Grand Cherokee	Jeep_Grand_Cherokee		
28478	I Still Know What You Did Last Summer	Jag_vet_fortfarande_vad_du_gjorde_förra_sommaren		
28479	Impeller	Impeller		
28480	Landlord	Hyresvärd		
28481	Gloria Stuart	Gloria_Stuart		
28482	Ghostface Killah	Ghostface_Killah		
28483	Fundamental analysis	Fundamental_analys		
28484	Filigree	Filigran		
28485	F 11 Nyköping	F_11_Nyköping		
28486	Etruscan language	Etruskiska		
28487	Diamond Head (band)	Diamond_Head		
28488	Desmond Dekker	Desmond_Dekker		
28489	Delta Goodrem	Delta_Goodrem		
28490	Daishō	Daisho		
28491	CO	CO		
28492	Pasture	Betesmark		
28493	Barry Watson (actor)	Barry_Watson		
28494	Bananas in Pyjamas	Bananer_i_pyjamas		
28495	Australian Open	Australiska_öppna		
28496	Nuclear submarine	Atomubåt		
28497	Astrobiology	Astrobiologi		
28498	Asmara	Asmara		
28499	Anders Ek	Anders_Ek		
28500	Alter Bridge	Alter_Bridge		
28501	Ali Hassan al-Majid	Ali_Hassan_al-Majid		
28502	Abundant number	Ymnigt_tal		
28503	Willa Holland	Willa_Holland		
28504	Wayne Knight	Wayne_Knight		
28505	Barnacle Goose	Vitkindad_gås		
28506	White paper	Vitbok_(skrift)		
28507	Virology	Virologi		
28508	Vimmerby Municipality	Vimmerby_kommun		
28509	Videocassette recorder	Videobandspelare		
28510	Venom (comics)	Venom_(seriefigur)		
28511	Vanessa Williams	Vanessa_Williams		
28512	Valdemarsvik Municipality	Valdemarsviks_kommun		
28513	Völva	Völva		
28514	Västerås Castle	Västerås_slott		
28515	Ursula K. Le Guin	Ursula_K._Le_Guin		
28516	Ulla Jacobsson	Ulla_Jacobsson		
28517	Austro-Prussian War	Tyska_enhetskriget		
28518	Tyresö Palace	Tyresö_slott		
28519	Twilight of the Thunder God	Twilight_of_the_Thunder_God		
28520	Turkish Angora	Turkisk_angora		
28521	Tumor marker	Tumörmarkör		
28522	Trichinella spiralis	Trichinella_spiralis		
28523	Transformer (album)	Transformer		
28524	Toshiba	Toshiba		
28525	Tomelilla Municipality	Tomelilla_kommun		
28526	The Script	The_Script		
28527	The Piper at the Gates of Dawn	The_Piper_at_the_Gates_of_Dawn		
28528	The Jester Race	The_Jester_Race		
28529	Tenzing Norgay	Tenzing_Norgay		
28530	Tempus fugit	Tempus_fugit		
28531	Teenage Mutant Ninja Turtles (1987 TV series)	Teenage_Mutant_Ninja_Turtles_(1987)		
28532	Upholstery	Tapetserare		
28533	Tallkrogen	Tallkrogen		
28534	Fruit preserves#Jam	Sylt		
28535	Svenska antipiratbyrån	Svenska_Antipiratbyrån		
28536	Storlien	Storlien		
28537	Large format (photography)	Storformatskamera		
28538	Stole (vestment)	Stola		
28539	Stetson	Stetsonhatt		
28540	Stand by Me (song)	Stand_by_Me_(sång)		
28541	Stan Getz	Stan_Getz		
28542	Tribe	Stam_(samhällsvetenskap)		
28543	Sports Illustrated	Sports_Illustrated		
28544	User (computing)	Användare		
28545	Battle of Gestilren	Slaget_vid_Gestilren		
28546	Compound (fortification)	Skyddsobjekt		
28547	Chimney	Skorsten		
28548	Skanör	Skanör		
28549	Swedish Maritime Administration	Sjöfartsverket		
28550	Simon Gärdenfors	Simon_Gärdenfors		
28551	Selita Ebanks	Selita_Ebanks		
28552	SeaMonkey	SeaMonkey		
28553	Saracen	Saracener		
28554	Sara Stridsberg	Sara_Stridsberg		
28555	List of Playboy Playmates of 2008#January	Sandra_Nilsson		
28556	Rosamund Pike	Rosamund_Pike		
28557	Ronnie Van Zant	Ronnie_Van_Zant		
28558	Roma	Roma		
28559	Rocky II	Rocky_II		
28560	Rjukan	Rjukan		
28561	Rimforsa	Rimforsa		
28562	Reunion	Reunion		
28563	Rheumatic fever	Reumatisk_feber		
28564	Republic of Texas	Republiken_Texas		
28565	Reims	Reims		
28566	Regency (government)	Regent		
28567	Randy Orton	Randy_Orton		
28568	Conservative Revolutionary movement	Radikalkonservatism		
28569	Wood-decay fungus	Röta		
28570	Haltija	Rådare		
28571	Provence-Alpes-Côte d'Azur	Provence-Alpes-Côte_d'Azur		
28572	Polyethylene glycol	Polyetylenglykol		
28573	Plymouth (automobile)	Plymouth_(bilmärke)		
28574	Southern platyfish	Platy		
28575	Philippe Pétain	Philippe_Pétain		
28576	Peter Ustinov	Peter_Ustinov		
28577	Peter Graves	Peter_Graves		
28578	Perugia	Perugia		
28579	Paula Hitler	Paula_Hitler		
28580	Patsy Cline	Patsy_Cline		
28581	Periodontitis	Parodontit		
28582	Panzerschreck	Panzerschreck		
28583	One More Time (band)	One_More_Time		
28584	Olga Kurylenko	Olga_Kurylenko		
28585	Noarootsi Parish	Nuckö		
28586	New Haven (disambiguation)	New_Haven		
28587	Nespresso	Nespresso		
28588	Nemean lion	Nemeiska_lejonet		
28589	Necrophobia	Nekrofobi		
28590	Need for Speed: Undercover	Need_for_Speed:_Undercover		
28591	Turkish coffee	Moka		
28592	Mojave Desert	Mojaveöknen		
28593	Michael Kiske	Michael_Kiske		
28594	Michael Johnson (sprinter)	Michael_Johnson		
28595	Memento (film)	Memento		
28596	Melodifestivalen 1985	Melodifestivalen_1985		
28597	Melanie Safka	Melanie_Safka		
28598	Soused herring	Matjessill		
28599	Mariana	Mariana		
28600	Manuel Almunia	Manuel_Almunia		
28601	Mantorp Park	Mantorp_Park		
28602	MPlayer	MPlayer		
28603	Ludwig Stumpfegger	Ludwig_Stumpfegger		
28604	2007 in literature	Litteraturåret_2007		
28605	Academy Award for Best Original Song	Lista_över_vinnare_av_Oscar_för_bästa_sång		
28606	Liberace	Liberace		
28607	Lenovo	Lenovo		
28608	Lamborghini LM002	Lamborghini_LM002		
28609	Longbow	Långbåge		
28610	Resort	Kurort		
28611	Krylbo	Krylbo		
28612	Christina of Holstein-Gottorp	Kristina_av_Holstein-Gottorp		
28613	Kobe Tai	Kobe_Tai		
28614	Kill Your Darlings (2006 film)	Kill_Your_Darlings		
28615	World Heritage Site	Världsarv		
28616	Christianity	Kristendom		
28617	Kata	Kata		
28618	Kabel	Kabel		
28619	Julie Benz	Julie_Benz		
28620	Juggernaut (film)	Juggernaut		
28621	Jordberga Castle	Jordberga_slott		
28622	Christ myth theory	Jesusmyten		
28623	JSP	JSP		
28624	Ivar Tengbom	Ivar_Tengbom		
28625	Italo disco	Italodisco		
28626	Issues (Korn album)	Issues		
28627	In the Interest of the Nation	I_nationens_intresse		
28628	I	I		
28629	Husqvarna FF	Husqvarna_FF		
28630	Husby (estate)	Husby		
28631	Hurt	Hurt		
28632	Horndal	Horndal		
28633	Hermeticism	Hermetism		
28634	Herat	Herat		
28635	Henry V of England	Henrik_V_av_England		
28636	Hell	Hell		
28637	Harmonium	Harmonium		
28638	High-Speed Uplink Packet Access	HSUPA		
28639	Graviton	Graviton		
28640	Good Girl Gone Bad	Good_Girl_Gone_Bad		
28641	Gondor	Gondor		
28642	Gnarls Barkley	Gnarls_Barkley		
28643	Gheorghe Hagi	Gheorghe_Hagi		
28644	Gerd Hegnell	Gerd_Hegnell		
28645	Game Boy Color	Game_Boy_Color		
28646	Franjo Tuđman	Franjo_Tuđman		
28647	Ford Cortina	Ford_Cortina		
28648	Final Fantasy VIII	Final_Fantasy_VIII		
28649	Final Fantasy IX	Final_Fantasy_IX		
28650	Screenplay	Filmmanuskript		
28651	Poached egg	Förlorade_ägg		
28652	Ark of the Covenant	Förbundsarken		
28653	Eurocopter	Eurocopter		
28654	Eleanor Bodel	Eleanor_Bodel		
28655	Aedile	Edil		
28656	European route E40	E40		
28657	Dynasty (Kiss album)	Dynasty_(musikalbum_av_Kiss)		
28658	Dundee	Dundee		
28659	Doxa	Doxa		
28660	Don McLean	Don_McLean		
28661	Chapter (religion)	Domkapitel		
28662	Dixie	Dixie		
28663	Diplodocus	Diplodocus		
28664	Dhani Harrison	Dhani_Harrison		
28665	Desire (Bob Dylan album)	Desire		
28666	De sista ljuva åren	De_sista_ljuva_åren		
28667	Dartmouth College	Dartmouth_College		
28668	Dalarnas Tidningar	Dalarnas_Tidningar		
28669	D-beat	D-takt		
28670	Fictional crossover	Crossover		
28671	Colin Hanks	Colin_Hanks		
28672	Cinderella Man	Cinderella_Man		
28673	Chicago (2002 film)	Chicago_(film)		
28674	Chet Atkins	Chet_Atkins		
28675	Cecil Rhodes	Cecil_Rhodes		
28676	Casanova (disambiguation)	Casanova		
28677	Carnegie Investment Bank	Carnegie_Investment_Bank		
28678	Carl Gustaf Ekman	Carl_Gustaf_Ekman		
28679	Buskerud	Buskerud_fylke		
28680	Cross of Burgundy flag	Burgundiskt_kors		
28681	Nigritella nigra	Brunkulla		
28682	Brian Connolly	Brian_Connolly		
28683	La Grande Bouffe	Brakfesten		
28684	Boston brace	Bostonkorsett		
28685	Bosna (river)	Bosna		
28686	Lightning McQueen	Blixten_McQueen		
28687	Biffen och Bananen	Biffen_och_Bananen		
28688	Belle & Sebastian	Belle_&_Sebastian		
28689	Beck – Hämndens pris	Beck_–_Hämndens_pris		
28690	Bane (comics)	Bane		
28691	BMW 8 Series (E31)	BMW_8-serie		
28692	Auto Union	Auto_Union		
28693	Attila (TV miniseries)	Attila_-_Krigarfolkets_härskare		
28694	Atë	Ate		
28695	Assisi	Assisi		
28696	Ardennes	Ardennerna		
28697	Apoteket	Apoteket		
28698	Anund Jacob	Anund_Jakob		
28699	Amur River	Amur		
28700	Alfred the Great	Alfred_den_store		
28701	Albert II of Belgium	Albert_II_av_Belgien		
28702	Affenpinscher	Affenpinscher		
28703	05/01/07	7_maj		
28704	07/01/28	28_juli		
28705	08/01/27	27_augusti		
28706	09/01/24	24_september		
28707	01/01/24	24_januari		
28708	2090s	2090-talet		
28709	2060s	2060-talet		
28710	03/01/01	1_mars		
28711	08/01/01	1_augusti		
28712	1851	1851		
28713	1799	1799		
28714	1632	1632		
28715	06/01/12	12_juni		
28716	03/01/11	11_mars		
28717	11th SS Volunteer Panzergrenadier Division Nordland	11._SS_Freiwilligen-Panzergrenadier-Division_Nordland		
28718	Överum	Överum		
28719	Östgöta nation (Uppsala)	Östgöta_nation		
28720	Åke Fridell	Åke_Fridell		
28721	Djurgården (disambiguation)	Djurgården_(olika_betydelser)		
28722	Dinar	Dinar		
28723	DET	Det		
28724	David Belle	David_Belle		
28725	Aston Martin Vanquish	Aston_Martin_V12_Vanquish		
28726	Angle of attack	Anfallsvinkel		
28727	Yvonne Schaloske	Yvonne_Schaloske		
28728	Ytterby	Ytterby_gruva		
28729	Yakitori	Yakitori		
28730	Vesta (mythology)	Vesta		
28731	Vansbro Municipality	Vansbro_kommun		
28732	Värendsvallen	Värendsvallen		
28733	Shoulder (road)	Vägren		
28734	Urban Hjärne	Urban_Hjärne		
28735	Tomahawk (axe)	Tomahawk		
28736	Tobago	Tobago		
28737	The Attic (band)	The_Attic		
28738	Tangerine Dream	Tangerine_Dream		
28739	Tempo#Beats per minute	Taktslag_per_minut		
28740	Svante	Svante		
28741	Steffi Graf	Steffi_Graf		
28742	Starbreeze Studios	Starbreeze		
28743	Clearcutting	Slutavverkning		
28744	Battle of Falkirk	Slaget_vid_Falkirk		
28745	Shire (disambiguation)	Shire		
28746	Samuel Adams	Samuel_Adams		
28747	Salerno	Salerno		
28748	House of Saxe-Coburg and Gotha	Sachsen-Coburg-Gotha		
28749	Southern Finland Province	Södra_Finlands_län		
28750	Robin Gibb	Robin_Gibb		
28751	Traveler's cheque	Resecheck		
28752	Reporter	Reporter		
28753	Poop deck	Poop		
28754	Arrow	Pil_(vapen)		
28755	Pierre-Joseph Proudhon	Pierre-Joseph_Proudhon		
28756	OpenVMS	OpenVMS		
28757	New Brunswick	New_Brunswick		
28758	The Night Watch	Nattvakten		
28759	Mikael Stanne	Mikael_Stanne		
28760	Melker Schörling	Melker_Schörling		
28761	Louise of the Netherlands	Lovisa_av_Nederländerna		
28762	Louay Chanko	Louay_Chanko		
28763	Kristinehamn Municipality	Kristinehamns_kommun		
28764	Klövsjö	Klövsjö		
28765	Julian the Apostate	Julianus_Apostata		
28766	Joseph Aiuppa	Joseph_Aiuppa		
28767	John C. Reilly	John_C._Reilly		
28768	Implant (medicine)	Implantat		
28769	Hyundai Motor Company	Hyundai_Motor_Company		
28770	Court (royal)	Hov_(uppvaktning)		
28771	Holly Valance	Holly_Valance		
28772	Historical linguistics	Historisk_lingvistik		
28773	Dysphonia	Heshet		
28774	University College West	Högskolan_Väst		
28775	Höör Municipality	Höörs_kommun		
28776	Guano Apes	Guano_Apes		
28777	Groove metal	Groove_metal		
28778	Getafe CF	Getafe_CF		
28779	Fran Drescher	Fran_Drescher		
28780	Frölunda Specialist Hospital	Frölunda_Specialistsjukhus		
28781	Fox Broadcasting Company	Fox_Broadcasting_Company		
28782	Flavor Flav	Flavor_Flav		
28783	Fiat Uno	Fiat_Uno		
28784	Förslöv	Förslöv		
28785	Organic unit	Förband_(militär)		
28786	Färjestaden	Färjestaden		
28787	Excellency	Excellens		
28788	Digipak	Digipack		
28789	Clueless (film)	Clueless		
28790	Boxholm	Boxholm		
28791	Björns trädgård	Björns_trädgård		
28792	Mordant	Betning		
28793	Audi A8	Audi_A8		
28794	Arch Linux	Arch_Linux		
28795	André Oscar Wallenberg	André_Oscar_Wallenberg		
28796	1858	1858		
28797	Zak Starkey	Zak_Starkey		
28798	XSLT	XSLT		
28799	Windows Neptune	Windows_Neptune		
28800	White tea	Vitt_te		
28801	Ving Rhames	Ving_Rhames		
28802	Vientiane	Vientiane		
28803	List of compositions by Ludwig van Beethoven	Verklista_för_Ludwig_van_Beethoven		
28804	Vaxholm Municipality	Vaxholms_kommun		
28805	European water vole	Vattensork		
28806	Blessing	Välsignelse		
28807	Tyrkisk Peber	Turkisk_peppar		
28808	Tupolev Tu-154	Tupolev_Tu-154		
28809	Trollhättan Municipality	Trollhättans_kommun		
28810	Troll (Swedish band)	Troll_(musikgrupp)		
28811	Trochee	Troké		
28812	Triple jump	Tresteg		
28813	Transcendental number	Transcendent_tal		
28814	Traci Bingham	Traci_Bingham		
28815	Tianjin	Tianjin		
28816	Thomas Jane	Thomas_Jane		
28817	The Rocky Horror Picture Show	The_Rocky_Horror_Picture_Show		
28818	Tengu	Tengu		
28819	Gingiva	Tandkött		
28820	The Talisman (King and Straub novel)	Talismanen		
28821	Swedish Senior Citizen Interest Party	Sveriges_pensionärers_intresseparti		
28822	Supercalifragilisticexpialidocious	Supercalifragilisticexpialidocious		
28823	Sulawesi	Sulawesi		
28824	Black-throated Loon	Storlom		
28825	Big band	Storband		
28826	Time of Troubles	Stora_oredan		
28827	Saint Eric's Cathedral	Stockholms_katolska_domkyrka		
28828	Stockard Channing	Stockard_Channing		
28829	Steve Winwood	Steve_Winwood		
28830	Steve Morse	Steve_Morse		
28831	Solstice	Solstånd		
28832	Soft Cell	Soft_Cell		
28833	Battle of Stångebro	Slaget_vid_Stångebro		
28834	Skylab	Skylab		
28835	Skinny Puppy	Skinny_Puppy		
28836	Sinergy	Sinergy		
28837	Arctic Tern	Silvertärna		
28838	Shorinji Kempo	Shorinjikempo		
28839	Shawn Michaels	Shawn_Michaels		
28840	Waiting staff	Serveringspersonal		
28841	Comic book	Serietidning		
28842	Séance	Seans		
28843	Script supervisor	Scripta		
28844	List of additional MythBusters cast members#Scottie Chapman	Scottie_Chapman		
28845	Sambo (martial art)	Sambo_(kampsport)		
28846	Saint Pierre and Miquelon	Saint-Pierre_och_Miquelon		
28847	SLR	SLR		
28848	Royce Gracie	Royce_Gracie		
28849	Rudder	Roder		
28850	Roberto Benigni	Roberto_Benigni		
28851	Riddarhyttan	Riddarhyttan		
28852	Richard Chamberlain	Richard_Chamberlain		
28853	Rakia	Rakia		
28854	Smoking jacket	Rökrock		
28855	Portal (video game)	Portal_(spel)		
28856	Police radio	Polisradio		
28857	Pliny the Elder	Plinius_den_äldre		
28858	Platinum (Mike Oldfield album)	Platinum		
28859	Trichuris trichiura	Piskmask		
28860	Peter Dahl	Peter_Dahl		
28861	Percival	Perceval		
28862	Per Elofsson	Per_Elofsson		
28863	Otep	Otep		
28864	Oscar Dronjak	Oscar_Dronjak		
28865	Book of Proverbs	Ordspråksboken		
28866	Operation Reinhard	Operation_Reinhard		
28867	Ring of O	O-ring_(BDSM)		
28868	Freaks and Geeks	Nollor_och_nördar		
28869	Nijmegen	Nijmegen		
28870	The Birth of a Nation	Nationens_födelse		
28871	Noradrenergic and specific serotonergic antidepressant	NaSSA		
28872	Mutiny on the Bounty	Myteriet_på_Bounty		
28873	Mockfjärd	Mockfjärd		
28874	Milestone	Milsten		
28875	Military Academy Karlberg	Militärhögskolan_Karlberg		
28876	Michelangelo (Teenage Mutant Ninja Turtles)	Michelangelo_(TMNT)		
28877	Michael Rapaport	Michael_Rapaport		
28878	Melissa Joan Hart	Melissa_Joan_Hart		
28879	Med solen i ögonen	Med_solen_i_ögonen		
28880	Mathieu Flamini	Mathieu_Flamini		
28881	Mary Stävin	Mary_Stavin		
28882	Marguerite Duras	Marguerite_Duras		
28883	Marc Anthony	Marc_Anthony		
28884	Machine Head (band)	Machine_Head		
28885	Møllehøj	Møllehøj		
28886	Luther Vandross	Luther_Vandross		
28887	Luke Pritchard	Luke_Pritchard		
28888	Lublin	Lublin		
28889	Ljusnarsberg Municipality	Ljusnarsbergs_kommun		
28890	Little Nicky	Little_Nicky		
28891	Lipolysis	Lipolys		
28892	Lil' Kim	Lil'_Kim		
28893	Lena River	Lena_(flod)		
28894	Legato	Legato		
28895	Roof lantern	Lanternin		
28896	Lanthanum	Lantan		
28897	Barn Swallow	Ladusvala		
28898	Barn	Ladugård		
28899	Heat sink	Kylfläns		
28900	Quantum computer	Kvantdator		
28901	Kuopio	Kuopio		
28902	Christian (given name)	Kristian		
28903	Counter admiral	Konteramiral		
28904	The Red Sea Sharks	Koks_i_lasten		
28905	Khaki (color)	Khaki		
28906	Mechanical engineering	Maskinteknik		
28907	Carmine	Karmin		
28908	Decanter	Karaff		
28909	Kosovo Force	KFOR		
28910	The Gender War	Könskriget		
28911	Joshua Jackson	Joshua_Jackson		
28912	Jason Isaacs	Jason_Isaacs		
28913	James LaBrie	James_LaBrie		
28914	Jack Davenport	Jack_Davenport		
28915	JR–Maglev	JR-Maglev		
28916	Järpen	Järpen		
28917	Invasion	Invasion		
28918	Plug-in (computing)	Insticksprogram		
28919	Ingrid Ylva	Ingrid_Ylva		
28920	The God Delusion	Illusionen_om_Gud		
28921	Out of an Old Man's Head	I_huvet_på_en_gammal_gubbe		
28922	ICS Vortex	ICS_Vortex		
28923	Howlin' Wolf	Howlin'_Wolf		
28924	Hooters	Hooters_(restaurang)		
28925	Swedish Museum of National Antiquities	Historiska_museet		
28926	Hepatitis C	Hepatit_C		
28927	Hej hej sommar	Hej_hej_sommar		
28928	Hansson & Karlsson	Hansson_&_Karlsson		
28929	Right-wing Party the Conservatives	Högerpartiet_de_konservativa		
28930	Guy Berryman	Guy_Berryman		
28931	GSG 9	Grenzschutzgruppe_9		
28932	Grey-headed Woodpecker	Gråspett		
28933	Gotham City	Gotham_City		
28934	Gianfranco Zola	Gianfranco_Zola		
28935	Geri and Freki	Gere_och_Freke		
28936	Göran Johansson	Göran_Johansson_(socialdemokrat)		
28937	French	Fransk		
28938	Frank Lucas	Frank_Lucas		
28939	Fokker 100	Fokker_F100		
28940	Flash and the Pan	Flash_and_the_Pan		
28941	F 3 Malmslätt	F_3_Malmslätt		
